species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Semipalmated Sandpiper,1,60,0.6667,0.5405,0.6667,0.5970,0.9667
Nuttall's Woodpecker,1,45,0.6667,0.6383,0.6667,0.6522,0.9556
Mourning Dove,1,60,0.6667,0.7273,0.6667,0.6957,0.8667
House Wren,1,54,0.6667,0.6667,0.6667,0.6667,0.8519
Gray Jay,1,54,0.6667,0.7660,0.6667,0.7129,0.8519
Summer Tanager,3,100,0.6700,0.6393,0.6120,0.6252,0.9200
Gray-crowned Rosy-Finch,1,37,0.6757,0.6250,0.6757,0.6494,0.9459
American Black Duck,1,37,0.6757,0.6579,0.6757,0.6667,0.7297
Broad-billed Hummingbird,2,71,0.6761,0.6139,0.5524,0.5729,0.8592
Yellow-bellied Sapsucker,1,59,0.6780,0.5128,0.6780,0.5839,0.8644
Little Blue Heron,2,97,0.6804,0.6427,0.6640,0.6531,0.9175
Ruby-crowned Kinglet,1,60,0.6833,0.6212,0.6833,0.6508,0.8833
Willet,1,60,0.6833,0.7193,0.6833,0.7009,0.8500
Marsh Wren,1,60,0.6833,0.6949,0.6833,0.6891,0.8833
Pygmy Nuthatch,1,38,0.6842,0.6047,0.6842,0.6420,0.8421
Royal Tern,1,38,0.6842,0.6500,0.6842,0.6667,0.8684
Common Eider,3,73,0.6849,0.6263,0.6735,0.6454,0.8767
Indigo Bunting,2,99,0.6869,0.6175,0.6474,0.6321,0.8586
Surf Scoter,2,61,0.6885,0.6068,0.6261,0.6155,0.8689
Swainson's Thrush,1,58,0.6897,0.6154,0.6897,0.6504,0.9138
Say's Phoebe,1,58,0.6897,0.6897,0.6897,0.6897,0.8621
Orange-crowned Warbler,1,58,0.6897,0.6349,0.6897,0.6612,0.8621
Lazuli Bunting,2,68,0.6912,0.8723,0.5939,0.6681,0.8676
Common Nighthawk,1,39,0.6923,0.7297,0.6923,0.7105,0.9231
Mexican Jay,1,26,0.6923,0.8571,0.6923,0.7660,1.0000
Florida Scrub-Jay,1,26,0.6923,0.7500,0.6923,0.7200,1.0000
