species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Bufflehead,2,93,0.9032,0.7781,0.8705,0.8217,0.9785
Bridled Titmouse,1,31,0.9032,0.8485,0.9032,0.8750,0.9677
American Kestrel,2,115,0.9043,0.8179,0.9030,0.8583,0.9652
Long-billed Curlew,1,53,0.9057,0.9412,0.9057,0.9231,0.9623
Black Skimmer,1,53,0.9057,0.9600,0.9057,0.9320,0.9623
Mountain Chickadee,1,53,0.9057,0.8571,0.9057,0.8807,1.0000
Northern Bobwhite,1,32,0.9062,0.9355,0.9062,0.9206,0.9688
Varied Thrush,1,56,0.9107,0.8095,0.9107,0.8571,0.9464
Brown Pelican,1,34,0.9118,0.9118,0.9118,0.9118,1.0000
Dunlin,2,93,0.9140,0.9397,0.9254,0.9324,0.9892
Black Turnstone,1,47,0.9149,1.0000,0.9149,0.9556,0.9787
Wood Duck,2,106,0.9151,0.9434,0.9072,0.9237,0.9906
Bohemian Waxwing,1,60,0.9167,0.8462,0.9167,0.8800,0.9833
Eastern Bluebird,1,60,0.9167,0.8871,0.9167,0.9016,1.0000
Prairie Warbler,1,60,0.9167,0.8333,0.9167,0.8730,1.0000
Lincoln's Sparrow,1,60,0.9167,0.8462,0.9167,0.8800,1.0000
Least Sandpiper,1,60,0.9167,0.7432,0.9167,0.8209,0.9833
American Goldfinch,2,120,0.9167,0.8656,0.9167,0.8901,0.9667
Tufted Titmouse,1,60,0.9167,0.8730,0.9167,0.8943,1.0000
White-crowned Sparrow,2,120,0.9167,0.9027,0.9167,0.9096,0.9750
Hooded Warbler,1,49,0.9184,0.9574,0.9184,0.9375,0.9796
American Oystercatcher,1,49,0.9184,0.9000,0.9184,0.9091,0.9388
Hooded Merganser,2,86,0.9186,0.8930,0.9111,0.9011,0.9884
Hermit Warbler,1,37,0.9189,0.8718,0.9189,0.8947,1.0000
Sandhill Crane,1,25,0.9200,0.8846,0.9200,0.9020,0.9600
Whimbrel,1,51,0.9216,0.8704,0.9216,0.8952,0.9804
Snow Bunting,2,64,0.9219,0.9630,0.8558,0.9003,0.9688
Great Crested Flycatcher,1,53,0.9245,0.8167,0.9245,0.8673,0.9811
Eastern Towhee,1,54,0.9259,0.7812,0.9259,0.8475,0.9815
Veery,1,41,0.9268,0.8636,0.9268,0.8941,0.9756
Purple Finch,2,97,0.9278,0.8479,0.9267,0.8849,0.9794
Wood Stork,1,56,0.9286,0.9811,0.9286,0.9541,0.9643
American White Pelican,1,28,0.9286,0.8125,0.9286,0.8667,0.9643
Northern Waterthrush,1,56,0.9286,0.7222,0.9286,0.8125,0.9821
Painted Bunting,2,98,0.9286,0.8420,0.9146,0.8756,0.9796
