species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Bushtit,1,60,0.1333,0.1569,0.1333,0.1441,0.4667
Cliff Swallow,1,30,0.1333,0.1111,0.1333,0.1212,0.4667
Mottled Duck,1,29,0.1379,0.2500,0.1379,0.1778,0.5862
Rusty Blackbird,1,48,0.1458,0.2121,0.1458,0.1728,0.2917
Brewer's Blackbird,2,91,0.1538,0.1629,0.1556,0.1532,0.5275
Field Sparrow,1,51,0.1569,0.2051,0.1569,0.1778,0.5490
Lark Bunting,2,51,0.1569,0.3056,0.1678,0.2143,0.4314
American Crow,1,57,0.1579,0.1324,0.1579,0.1440,0.4386
Wrentit,1,37,0.1622,0.3000,0.1622,0.2105,0.3514
Black-chinned Hummingbird,2,109,0.1651,0.3634,0.1724,0.2338,0.4771
Pacific-slope Flycatcher,1,59,0.1695,0.3846,0.1695,0.2353,0.4237
Rufous-crowned Sparrow,1,41,0.1707,0.2692,0.1707,0.2090,0.3902
Hoary Redpoll,1,29,0.1724,0.3333,0.1724,0.2273,0.5517
Vaux's Swift,1,28,0.1786,0.1923,0.1786,0.1852,0.7857
Tundra Swan,1,28,0.1786,0.2381,0.1786,0.2041,0.5714
Black-tailed Gnatcatcher,1,22,0.1818,0.1026,0.1818,0.1311,0.4091
Least Flycatcher,1,60,0.1833,0.1930,0.1833,0.1880,0.4000
Great Egret,1,60,0.1833,0.3056,0.1833,0.2292,0.7167
Lark Sparrow,1,59,0.1864,0.4074,0.1864,0.2558,0.5763
Black Vulture,1,48,0.1875,0.2432,0.1875,0.2118,0.5417
Cooper's Hawk,2,117,0.1880,0.2496,0.1886,0.2144,0.4786
House Sparrow,2,116,0.1897,0.3276,0.1888,0.2381,0.4138
Cordilleran Flycatcher,1,31,0.1935,0.3158,0.1935,0.2400,0.4194
MacGillivray's Warbler,1,46,0.1957,0.4737,0.1957,0.2769,0.4130
Western Sandpiper,1,51,0.1961,0.4348,0.1961,0.2703,0.6863
Allen's Hummingbird,2,101,0.1980,0.3274,0.1783,0.2233,0.5347
Song Sparrow,1,60,0.2000,0.2034,0.2000,0.2017,0.5667
Broad-winged Hawk,2,55,0.2000,0.2253,0.1956,0.2093,0.4909
Northern Harrier,2,120,0.2000,0.2173,0.2000,0.1961,0.3250
Warbling Vireo,1,60,0.2000,0.3333,0.2000,0.2500,0.4667
Great Cormorant,2,64,0.2031,0.1751,0.1792,0.1755,0.4531
Blackpoll Warbler,2,103,0.2039,0.2354,0.2079,0.2208,0.4563
Orchard Oriole,3,93,0.2043,0.2269,0.1562,0.1834,0.3656
Bewick's Wren,1,58,0.2069,0.1379,0.2069,0.1655,0.5000
Bullock's Oriole,2,87,0.2069,0.2675,0.1928,0.2240,0.5747
Common Raven,1,57,0.2105,0.1967,0.2105,0.2034,0.5088
Pygmy Nuthatch,1,38,0.2105,0.2857,0.2105,0.2424,0.4474
Yellow-throated Vireo,1,38,0.2105,0.3200,0.2105,0.2540,0.4211
Black-crested Titmouse,1,33,0.2121,0.1667,0.2121,0.1867,0.5455
Yellow-billed Cuckoo,1,47,0.2128,0.2041,0.2128,0.2083,0.4894
Red-tailed Hawk,3,150,0.2133,0.2243,0.2000,0.2113,0.4467
Wood Stork,1,56,0.2143,0.5000,0.2143,0.3000,0.4464
Hermit Warbler,1,37,0.2162,0.5000,0.2162,0.3019,0.4595
Gray-crowned Rosy-Finch,1,37,0.2162,0.4000,0.2162,0.2807,0.4324
Trumpeter Swan,1,37,0.2162,0.2667,0.2162,0.2388,0.6216
Great Blue Heron,1,60,0.2167,0.2889,0.2167,0.2476,0.4167
Eastern Phoebe,1,60,0.2167,0.3421,0.2167,0.2653,0.4000
Common Tern,1,60,0.2167,0.2500,0.2167,0.2321,0.7667
Hooded Oriole,2,78,0.2179,0.2087,0.2056,0.2025,0.5256
Black-billed Cuckoo,1,32,0.2188,0.1667,0.2188,0.1892,0.5625
Broad-tailed Hummingbird,2,73,0.2192,0.1973,0.2053,0.1979,0.5890
Ladder-backed Woodpecker,1,50,0.2200,0.3333,0.2200,0.2651,0.6200
Red Crossbill,2,59,0.2203,0.2556,0.2441,0.2492,0.5085
Golden Eagle,2,72,0.2222,0.2082,0.2429,0.2242,0.6528
Orange-crowned Warbler,1,58,0.2241,0.1806,0.2241,0.2000,0.6207
Bonaparte's Gull,1,58,0.2241,0.2826,0.2241,0.2500,0.5690
California Towhee,1,44,0.2273,0.2381,0.2273,0.2326,0.5227
Harris's Sparrow,2,61,0.2295,0.3054,0.2440,0.2518,0.5738
Blue Grosbeak,2,100,0.2300,0.3246,0.2081,0.2531,0.5400
Hutton's Vireo,1,39,0.2308,0.1324,0.2308,0.1682,0.5897
Black-capped Chickadee,1,60,0.2333,0.2917,0.2333,0.2593,0.7000
Blue-gray Gnatcatcher,1,60,0.2333,0.2295,0.2333,0.2314,0.5000
Lesser Yellowlegs,1,60,0.2333,0.2857,0.2333,0.2569,0.6833
Pacific Loon,2,47,0.2340,0.4371,0.2620,0.3254,0.5319
Rough-legged Hawk,2,64,0.2344,0.1386,0.1958,0.1618,0.4062
Sandhill Crane,1,25,0.2400,0.3158,0.2400,0.2727,0.6000
Violet-green Swallow,1,37,0.2432,0.4737,0.2432,0.3214,0.4595
White-eyed Vireo,1,57,0.2456,0.3889,0.2456,0.3011,0.4912
Calliope Hummingbird,2,89,0.2472,0.2924,0.2576,0.2737,0.6067
Red-shouldered Hawk,2,76,0.2500,0.2667,0.2500,0.2544,0.5000
Black Guillemot,2,32,0.2500,0.2121,0.3000,0.2476,0.5312
Green-tailed Towhee,1,28,0.2500,0.1892,0.2500,0.2154,0.4286
Northern Shrike,1,60,0.2500,0.3333,0.2500,0.2857,0.5500
Verdin,1,32,0.2500,0.2963,0.2500,0.2712,0.4375
Lincoln's Sparrow,1,60,0.2500,0.3947,0.2500,0.3061,0.6500
Ring-billed Gull,2,96,0.2500,0.3760,0.2333,0.2823,0.6042
Northern Mockingbird,1,60,0.2500,0.2419,0.2500,0.2459,0.4667
Boat-tailed Grackle,1,60,0.2500,0.2027,0.2500,0.2239,0.5167
Cassin's Kingbird,1,35,0.2571,0.2903,0.2571,0.2727,0.6000
Canada Goose,1,31,0.2581,0.4444,0.2581,0.3265,0.5161
Cassin's Finch,2,62,0.2581,0.2849,0.2336,0.2556,0.6452
Swainson's Thrush,1,58,0.2586,0.2941,0.2586,0.2752,0.6379
Merlin,1,58,0.2586,0.2239,0.2586,0.2400,0.4828
Mew Gull,1,23,0.2609,0.2400,0.2609,0.2500,0.5217
Brown-headed Nuthatch,1,38,0.2632,0.4545,0.2632,0.3333,0.4474
Scaled Quail,1,19,0.2632,0.4167,0.2632,0.3226,0.7368
Nuttall's Woodpecker,1,45,0.2667,0.2105,0.2667,0.2353,0.7778
Pelagic Cormorant,1,26,0.2692,0.1707,0.2692,0.2090,0.6923
